raw_row_number,date,time,location,lat,lng,geocode_source,beat,district,subject_age,subject_race,subject_sex,officer_id_hash,officer_age,officer_race,officer_sex,officer_years_of_service,unit,type,violation,arrest_made,citation_issued,outcome,contraband_found,contraband_drugs,contraband_weapons,contraband_alcohol,contraband_other,search_conducted,search_person,search_vehicle,vehicle_make,vehicle_model,raw_race,raw_driver_race
1840303,2019-10-10,19:48:00,21XX W 18TH ST,41.857726273,-87.627909464,SU,1234,12,33,,female,,,,,,12,vehicular,NO TURN SIGNALS-VIOLATION,,,,,,,FALSE,,FALSE,FALSE,FALSE,AUDI,Q5,ASIAN,
550207,2013-05-18,03:00:00,7223 TALMAN AVE S,41.7620697,-87.6890218,GM,,,,,male,,,white,male,3,,vehicular,USING ALLEY AS THRU STREET/VIOL SIGNS,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
974208,2018-04-12,15:26:00,11XX S RACINE AVE,41.881352715,-87.657102019,SU,1232,12,51,black,male,,,,,,12,vehicular,COMPLIANCE-REQUIRED,,,,,,,FALSE,,FALSE,FALSE,FALSE,MERCURY,MARINER,BLACK,
322376,2014-06-17,08:00:00,300 OHIO ST W,41.8924141,-87.6356304,GM,,,,,male,,,black,male,19,,vehicular,DISOBEY RED CIRCULAR STEADY SIGNAL STOP,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
1523043,2019-04-10,17:30:00,100XX S ESCANABA AVE,41.7173347400001,-87.55375137,SU,431,4,55,black,male,,,,,,4,vehicular,DISPLAY ST REG-FRONT/REAR,,,,,,,FALSE,,FALSE,FALSE,FALSE,LEXUS/LX450,LEXUS/LX450,BLACK,
65971,2013-06-16,20:00:00,,,,,,,49,white,male,,,,,,,vehicular,DRIVING ON SUSPENDED LICENSE,TRUE,,arrest,,,,FALSE,,FALSE,FALSE,FALSE,,,WHITE,
1299603,2018-11-28,21:22:00,52XX W FULLERTON AVE,41.9252310000001,-87.662095127,SU,2515,25,36,black,female,,,,,,25,vehicular,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,,,,,,,FALSE,,FALSE,FALSE,FALSE,HYUNDAI,SONATA,BLACK,
614513,2012-06-24,17:00:00,7200 JEFFERY BLVD S,41.7642078,-87.5765671,GM,,,,,female,,,black,male,3,,vehicular,DRIVING WHILE USING CELLULAR PHONE PROHIBITED,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
358519,2016-03-06,02:00:00,800 LAKE SHORE DR NB N,42.4499895,-88.1208935,GM,,,,,female,,,white,male,12,,vehicular,IMPROPER PASSING ON THE LEFT,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
684484,2016-11-12,16:00:00,731 HOMAN AVE S,41.8718054,-87.7106988,GM,,,,,male,,,black,male,2,,vehicular,IVC - NOT WEARING SEAT BELT/DRIVER,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
165756,2015-10-07,04:00:00,,,,,,,29,white,male,0e57bea52f,,black,male,2,,vehicular,SPEEDING 35+ MPH OVER LIMIT,TRUE,,arrest,,,,FALSE,,FALSE,FALSE,FALSE,,,WHITE,
591576,2016-12-10,03:00:00,4559 BROADWAY N,41.9652591,-87.6571167,GM,,,,,male,,,hispanic,male,2,,vehicular,REGISTRATION PLATES,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
618934,2012-10-31,21:00:00,6500 SHERIDAN RD N,42.0004227,-87.6607613,GM,,,,,male,,,hispanic,male,9,,vehicular,DISOBEY RED CIRCULAR STEADY SIGNAL STOP,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
1862085,2019-10-25,17:48:00,78XX S EUCLID AVE,41.7338428130001,-87.576839838,SU,414,4,47,black,male,,,,,,5,vehicular,"LIGHT, TAIL LIGHTS REQUIRED",,,,,,,FALSE,,FALSE,FALSE,FALSE,JEEP,PATRIOT,BLACK,
1763978,2019-08-26,12:53:00,76XX S DORCHESTER AVE,41.8020615370001,-87.591826743,SU,411,4,30,black,male,,,,,,4,vehicular,DISPLAY ST REG-FRONT/REAR,,,,,,,FALSE,,FALSE,FALSE,FALSE,CHEVROLET,IMPALA,BLACK,
680916,2016-09-02,21:00:00,,,,,,,,,female,,,white,male,2,,vehicular,REGISTRATION PLATES,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
811602,2015-03-11,22:00:00,1000 LAWRENCE AVE W,41.9690864,-87.6548233,GM,,,,,male,,,white,male,13,,vehicular,TURNS ON RED PROHIBITED/VIOLTN SIGNS,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
1171123,2018-09-02,01:41:00,XX W DIVISION ST,41.9034780000001,-87.657796079,SU,1824,18,28,black,female,,,,,,18,vehicular,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,,,,,,,FALSE,,FALSE,FALSE,FALSE,"TOYOTA MOTOR COMPANY, LTD.",UNKNOWN,BLACK,
1110620,2018-07-22,21:59:00,105XX S MAPLEWOOD AVE,41.879240791,-87.690184227,SU,2211,22,16,white,female,,,,,,22,vehicular,STOP AT STOP SIGN,,,,,,,FALSE,,FALSE,FALSE,FALSE,NISSAN,VERSA,WHITE,
1523519,2019-04-10,21:00:00,16XX W 74TH ST,41.7601003280001,-87.6266655539999,SU,735,7,29,black,male,,,,,,7,vehicular,"LIGHT, TAIL LIGHTS REQUIRED",,,,,,,FALSE,,FALSE,FALSE,FALSE,DODGE,DURANGO,BLACK,
318721,2013-12-02,18:00:00,2479 74TH ST E,41.7608192,-87.5634293,GM,,,,,male,,,white,male,8,,vehicular,"LIGHT, TAIL LIGHTS REQUIRED",,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
302999,2012-11-04,07:00:00,13 I190 EXPY W,41.8021897,-87.9862621,GM,,,,,male,,,other,male,23,,vehicular,IVC - DRIVING 31+ MPH ABOVE SPEED LIMIT,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
1148644,2018-08-18,19:10:00,1XX E 51ST ST,41.801864869,-87.625802864,SU,231,2,23,black,male,,,,,,2,vehicular,BROKEN/INOPERABLE LAMPS,,,,,,,FALSE,,FALSE,FALSE,FALSE,KIA MOTORS CORP,UNKNOWN,BLACK,
1015986,2018-05-13,12:57:00,12XX N LARAMIE AVE,41.88076986,-87.75513317,SU,2533,25,30,black,male,,,,,,25,vehicular,OPERATOR SIGNAL REQUIRED 100FT OF TURN,,,,,,,FALSE,,FALSE,FALSE,FALSE,CHEVROLET,IMPALA,BLACK,
174436,2016-01-01,02:00:00,1440 WALLER AVE N,41.9069520000001,-87.768522,SU,,,64,white,male,b8a765a924,41,white,male,16,,vehicular,IVC - AGG FLEEING POLICE/21MPH OVER/2ND,TRUE,,arrest,,,,FALSE,,FALSE,FALSE,FALSE,,,WHITE,
1897103,2019-11-18,17:45:00,24XX S RIDGEWAY AVE,41.8508188650001,-87.718632917,SU,1013,10,25,hispanic,female,,,,,,311,vehicular,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,,,,,,,FALSE,,FALSE,FALSE,FALSE,NISSAN,SENTRA (DATSUN AND NISSAN HAVE MERGED),HISPANIC,
2006987,2020-01-27,22:10:00,1XX N LAMON AVE,41.8805424970001,-87.747654323,SU,1532,15,42,black,male,,,,,,15,vehicular,REGISTRATION PLATES,,,,,,,FALSE,,FALSE,FALSE,FALSE,CHEVROLET,CAVALIER,BLACK,
2000747,2020-01-24,22:00:00,64XX S LAFLIN ST,41.8805238370001,-87.664424711,SU,725,7,38,black,male,,,,,,7,vehicular,"LIGHT, TAIL LIGHTS REQUIRED",,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ACURA (DIV. OF AMERICAN HONDA MOTOR CO.),UNKNOWN,BLACK,
1863097,2019-10-26,11:05:00,19XX S INDIANA AVE,41.816546972,-87.621407699,SU,132,1,24,black,male,,,,,,211,vehicular,UNLAWFUL PARKING,,,,,,,FALSE,,FALSE,FALSE,FALSE,HONDA,CRZ,BLACK,
100619,2014-03-23,06:00:00,3408 OGDEN AVE W,41.8564260000001,-87.710751,SU,,,27,hispanic,male,a60faf2139,38,white,male,9,,vehicular,DISOBEY RED CIRCULAR STEADY SIGNAL STOP,TRUE,,arrest,,,,FALSE,,FALSE,FALSE,FALSE,,,HISPANIC,
1266490,2018-11-06,19:01:00,15XX W 63RD ST,41.779926883,-87.629006654,SU,713,7,25,black,male,,,,,,7,vehicular,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,,,,,,,FALSE,,FALSE,FALSE,FALSE,ISUZU,UNKNOWN,BLACK,
931448,2018-03-09,20:22:00,26XX S KILDARE AVE,41.880382941,-87.7330519989999,SU,1031,10,32,black,male,,,,,,10,vehicular,"LIGHT, LICENSE PLATE",,,,,,,FALSE,,FALSE,FALSE,FALSE,CHRYSLER,UNKNOWN,BLACK,
564783,2014-01-20,02:00:00,150 MICHIGAN AVE N,41.8847826,-87.6249624,GM,,,,,male,,,black,male,15,,vehicular,LANE CNTRL SIGNL-DOWNWRD GRN ARROW,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
543808,2012-06-01,15:00:00,758 67TH ST E,41.7733966,-87.6064415,GM,,,,,male,,,white,male,2,,vehicular,INSURANCE - OPERATE MTR VEHICLE WITHOUT,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
294708,2012-05-31,09:00:00,4201 59TH ST W,41.7857025,-87.7279853,GM,,,,,male,,,white,male,9,,vehicular,DRIVING WHILE USING CELLULAR PHONE PROHIBITED,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
1181213,2018-09-08,15:46:00,27XX N LAKEVIEW AVE,41.9265405450001,-87.639148621,SU,1935,19,71,black,male,,,,,,19,vehicular,"LIGHT, TAIL LIGHTS REQUIRED",,,,,,,FALSE,,FALSE,FALSE,FALSE,"TOYOTA MOTOR COMPANY, LTD.",CAMRY,BLACK,
889805,2018-02-04,12:49:00,58XX S MAY ST,41.6853714450001,-87.6506647959999,SU,712,7,26,black,male,,,,,,7,vehicular,OPERATOR SIGNAL CHANGE LANE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,BUICK,UNKNOWN,BLACK,
1696946,2019-07-19,07:22:00,2XX W 76TH ST,41.7564910730001,-87.6252093699999,SU,623,6,39,black,male,,,,,,6,vehicular,STOP AT STOP SIGN,,,,,,,FALSE,,FALSE,FALSE,FALSE,CHEVROLET/CHEVY II,CHEVROLET/CHEVY II,BLACK,
2074277,2020-03-06,04:48:00,22XX N CICERO AVE,41.8807776880001,-87.745333454,SU,2522,25,66,hispanic,male,,,,,,25,vehicular,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,,,,,,,FALSE,,FALSE,FALSE,FALSE,CHEVROLET,OTHER (EXPLAIN IN NARRATIVE),HISPANIC,
417575,2015-08-02,18:00:00,5959 KEDZIE AVE S,41.784567,-87.702927,GM,,,,,male,,,white,male,18,,vehicular,IVC - TRANS/CARRY ALC LIQ/DRIVER,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
41551,2012-12-01,02:00:00,,,,,,,22,hispanic,female,5fa98b735b,,white,male,10,,vehicular,DRIVING ON SUSPENDED LICENSE,TRUE,,arrest,,,,FALSE,,FALSE,FALSE,FALSE,,,HISPANIC,
1021734,2018-05-18,09:57:00,50XX S WOODLAWN AVE,41.762388397,-87.595759449,SU,222,2,31,,male,,,,,,2,vehicular,IVC - FAIL TO DISPLAY REGIS PLATE/DECAL 1ST&2ND,,,,,,,FALSE,,FALSE,FALSE,FALSE,"TOYOTA MOTOR COMPANY, LTD.",Prius,AMER INDIAN / ALASKAN NATIVE,
611299,2012-03-30,13:00:00,1250 LA SALLE DR N,41.9052225,-87.6332228,GM,,,,,female,,,black,male,11,,vehicular,DRIVING WHILE USING CELLULAR PHONE PROHIBITED,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
5673,2012-02-13,13:00:00,2128 MANNHEIM RD S,41.9576864870001,-87.884107086,SU,,,61,black,male,3dd45fd571,35,white,male,13,,vehicular,DRIVING ON REVOKED LICENSE,TRUE,,arrest,,,,FALSE,,FALSE,FALSE,FALSE,,,BLACK,
1760460,2019-08-24,10:55:00,39XX W JACKSON BLVD,41.8781075730001,-87.628949904,SU,1122,11,15,black,male,,,,,,714,vehicular,IVC - NOT WEARING SEAT BELT/DRIVER,,,,,,,FALSE,,FALSE,FALSE,FALSE,INFINITI,EX35,BLACK,
1986544,2020-01-17,06:11:00,48XX N NEVA AVE,41.9415514250001,-87.805634098,SU,1613,16,27,white,male,,,,,,16,vehicular,DOUBLE PARKING/NO STANDING,,,,,,,FALSE,,FALSE,FALSE,FALSE,DODGE,UNKNOWN,WHITE,
1821410,2019-09-29,10:49:00,34XX S DR MARTIN LUTHER KING JR DR,41.8093830390001,-87.6168405009999,SU,211,2,49,black,male,,,,,,2,vehicular,REGISTRATION PLATES,,,,,,,FALSE,,FALSE,FALSE,FALSE,NISSAN,ROGUE,BLACK,
1195414,2018-09-18,18:34:00,64XX S MARSHFIELD AVE,41.684923391,-87.662702064,SU,725,7,36,black,male,,,,,,7,vehicular,LIC PLATES NOT VISABLE/OR COVERED,,,,,,,FALSE,,FALSE,FALSE,FALSE,PONTIAC,GRAND AM,BLACK,
1573302,2019-05-09,11:15:00,65XX W FOSTER AVE,41.973230775,-87.865560266,SU,1613,16,43,white,female,,,,,,16,vehicular,SPEEDING 35+ MPH OVER LIMIT,,,,,,,FALSE,,FALSE,FALSE,FALSE,BUICK,UNKNOWN,WHITE,
379799,2012-09-24,12:00:00,570 OHARE ST W,41.9765892,-87.8849466,GM,,,,,male,,,white,male,30,,vehicular,U-TURN 100FT INTERSECTION,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
379346,2012-07-20,09:00:00,5131 ASHLAND AVE N,41.9752408,-87.6695178,GM,,,,,male,,,white,male,19,,vehicular,TURNS ON RED PROHIBITED/VIOLTN SIGNS,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
1870311,2019-11-02,01:01:00,18XX W CERMAK RD,41.8530320250001,-87.627502141,SU,1234,12,29,hispanic,male,,,,,,12,vehicular,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,,,,,,,FALSE,,FALSE,FALSE,FALSE,"TOYOTA MOTOR COMPANY, LTD.",UNKNOWN,HISPANIC,
1803258,2019-09-17,20:38:00,10XX W LAWRENCE AVE,41.9661865250001,-87.84985767,SU,2024,20,35,hispanic,male,,,,,,20,vehicular,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,,,,,,,FALSE,,FALSE,FALSE,FALSE,CHEVROLET/MALIBU (CHEVELLE),CHEVROLET/MALIBU (CHEVELLE),HISPANIC,
1113496,2018-07-24,23:08:00,47XX S DR MARTIN LUTHER KING JR DR,41.8093830390001,-87.6168405009999,SU,224,2,25,black,male,,,,,,2,vehicular,BROKEN/INOPERABLE LAMPS,,,,,,,FALSE,,FALSE,FALSE,FALSE,CHEVROLET/MALIBU (CHEVELLE),CHEVROLET/MALIBU (CHEVELLE),BLACK,
456235,2012-06-26,20:00:00,422 CHICAGO AVE W,41.8965311,-87.6398051,GM,,,,,male,,,hispanic,male,18,,vehicular,DISPLAY ST REG-FRONT/REAR,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
1404316,2019-02-05,17:15:00,61XX S ASHLAND AVE,41.880319426,-87.66673314,SU,714,7,57,black,male,,,,,,7,vehicular,"LIGHT, LICENSE PLATE",,,,,,,FALSE,,FALSE,FALSE,FALSE,HYUNDAI,SONATA,BLACK,
145270,2015-04-09,18:00:00,,,,,,,29,black,female,92df84ea80,,white,male,7,,vehicular,DRIVING/NEVER ISSUED LICENSE,TRUE,,arrest,,,,FALSE,,FALSE,FALSE,FALSE,,,BLACK,
101877,2014-04-01,22:00:00,2340 58TH AVE S,41.847516,-87.7689855,SU,,,21,hispanic,male,,,,,,,vehicular,IVC - FAIL TO SIGNAL,TRUE,,arrest,,,,FALSE,,FALSE,FALSE,FALSE,,,HISPANIC,
1501180,2019-03-29,23:16:00,72XX S CARPENTER ST,41.6850344860001,-87.648219,SU,733,7,46,black,male,,,,,,7,vehicular,"LIGHT, TAIL LIGHTS REQUIRED",,,,,,,FALSE,,FALSE,FALSE,FALSE,CHEVROLET,UNKNOWN,BLACK,
1604744,2019-05-26,20:59:00,36XX N ELSTON AVE,41.9289011180001,-87.683048717,SU,1733,17,35,hispanic,male,,,,,,17,vehicular,REGISTRATION PLATES,,,,,,,FALSE,,FALSE,FALSE,FALSE,HYUNDAI,Santa Fe,HISPANIC,
1001719,2018-05-03,08:44:00,6XX N MICHIGAN AVE,41.882319,-87.6249495,SU,1834,18,46,white,male,,,,,,18,vehicular,IVC - IMPROPER U-TURN,,,,,,,FALSE,,FALSE,FALSE,FALSE,HONDA/ODYSSEY,HONDA/ODYSSEY,WHITE,
873925,2018-01-23,12:45:00,10XX W GARFIELD BLVD,41.7947161810001,-87.626400073,SU,934,9,37,black,male,,,,,,211,vehicular,IMPROPER PASSING ON LEFT,,,,,,,FALSE,,FALSE,FALSE,FALSE,CHEVROLET,UNKNOWN,BLACK,
1652728,2019-06-22,18:37:00,87XX S COMMERCIAL AVE,41.724686348,-87.5511,SU,423,4,42,black,male,,,,,,4,vehicular,SEAT SAFETY BELT-FRONT SEAT,,,,,,,FALSE,,FALSE,FALSE,FALSE,MERCEDES-BENZ,UNKNOWN,BLACK,
1065238,2018-06-21,11:48:00,39XX S LAKE SHORE DR SB,41.8819593390001,-87.617032631,SU,212,2,51,white,female,,,,,,145,vehicular,IVC - DRIVING 21-25 MPH ABOVE SPEED LIMIT,,,,,,,FALSE,,FALSE,FALSE,FALSE,ENGLISH FORD (BRITISH),CAPRI,WHITE,
326423,2014-01-02,17:00:00,3900 33RD ST W,41.8333223,-87.7218284,GM,,,,,male,,,white,male,7,,vehicular,ONE WAY STREET/ALLEY SIGNS POSTED,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
1489306,2019-03-23,00:39:00,14XX S CENTRAL PARK AVE,41.8806608640001,-87.715931988,SU,1011,10,57,black,male,,,,,,10,vehicular,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,,,,,,,FALSE,,FALSE,FALSE,FALSE,HONDA,Odyssey (minivan),BLACK,
1309072,2018-12-04,23:05:00,19XX N NARRAGANSETT AVE,41.945591828,-87.7863195,SU,2513,25,22,hispanic,male,,,,,,25,vehicular,SAFETY BELTS,,,,,,,FALSE,,FALSE,FALSE,FALSE,BMW,BMW,HISPANIC,
780760,2012-11-13,17:00:00,4800 CHICAGO AVE W,41.8953143,-87.7461725,GM,,,,,male,,,white,male,13,,vehicular,DISOBEY RED CIRCULAR STEADY SIGNAL STOP,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
1319869,2018-12-12,08:06:00,67XX S JEFFERY BLVD,41.7406767320001,-87.575791193,SU,331,3,45,black,female,,,,,,3,vehicular,"LANE,MASS TRANS-OTHR VEH USING",,,,,,,FALSE,,FALSE,FALSE,FALSE,"TOYOTA MOTOR COMPANY, LTD.",CAMRY,BLACK,
786792,2013-04-29,21:00:00,932 MICHIGAN AVE N,41.9000747,-87.624598,GM,,,,,female,,,black,male,26,,vehicular,DISOBEY RED CIRCULAR STEADY SIGNAL STOP,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
852287,2018-01-06,20:18:00,37XX W CONGRESS PKWY,41.874392072,-87.722850196,SU,1133,11,27,black,male,,,,,,11,vehicular,DISPLAY ST REG-REAR MOTRCYCL/TRLR/SEMI-TRLR,,,,,,,FALSE,,FALSE,FALSE,FALSE,JEEP,UNKNOWN,BLACK,
1890023,2019-11-14,11:08:00,20XX W GARFIELD BLVD,41.7947118180001,-87.62663132,SU,932,9,52,black,male,,,,,,9,vehicular,DISOBEY TURN SIGNAL INDICATOR,,,,,,,FALSE,,FALSE,FALSE,FALSE,CHRYSLER SEBRING,CHRYSLER SEBRING,BLACK,
1135219,2018-08-09,21:16:00,17XX W MARQUETTE RD,41.772627207,-87.627002915,SU,725,7,37,black,male,,,,,,7,vehicular,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,,,,,,,FALSE,,FALSE,FALSE,FALSE,CHEVROLET/EXPRESS,CHEVROLET/EXPRESS,BLACK,
527935,2016-11-19,19:00:00,800 STATE ST S,41.8722969,-87.6276132,GM,,,,,male,,,hispanic,female,12,,vehicular,BROKEN/INOPERABLE LAMPS,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
1081029,2018-07-02,21:36:00,50XX W NORTH AVE,41.9112613840001,-87.630702597,SU,2533,25,38,hispanic,male,,,,,,25,vehicular,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,,,,,,,FALSE,,FALSE,FALSE,FALSE,HONDA/CRV,HONDA/CRV,HISPANIC,
475864,2013-10-24,10:00:00,1300 CLYBOURN AVE N,41.905524,-87.642477,GM,,,,,male,,,white,male,8,,vehicular,OBEDIENCE TO ANY TRAFFIC CONTROL DEVICE,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
1051779,2018-06-10,08:36:00,47XX S DR MARTIN LUTHER KING JR DR,41.8093830390001,-87.6168405009999,SU,224,2,20,black,male,,,,,,2,vehicular,DISPLAY ST REG-REAR MOTRCYCL/TRLR/SEMI-TRLR,,,,,,,FALSE,,FALSE,FALSE,FALSE,FORD,TAURUS,BLACK,
1795915,2019-09-12,23:15:00,84XX S KINGSTON AVE,41.742331608,-87.562436159,SU,423,4,21,black,female,,,,,,4,vehicular,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,,,,,,,FALSE,,FALSE,FALSE,FALSE,"TOYOTA MOTOR COMPANY, LTD.",UNKNOWN,BLACK,
1302851,2018-11-30,23:21:00,56XX S LAFLIN ST,41.880583777,-87.664426029,SU,713,7,43,black,male,,,,,,7,vehicular,OPERATOR SIGNAL- MEANS,,,,,,,FALSE,,FALSE,FALSE,FALSE,HONDA,Pilot,BLACK,
2012861,2020-01-30,19:20:00,48XX W NORTH AVE,41.9112626410001,-87.630631605,SU,2533,25,27,hispanic,male,,,,,,25,vehicular,FOLLOWING TOO CLOSELY,,,,,,,FALSE,,FALSE,FALSE,FALSE,VOLKSWAGEN,UNKNOWN,HISPANIC,
594019,2016-08-13,18:00:00,8721 COTTAGE GROVE AVE S,41.735987,-87.604344,GM,,,,,male,,,white,male,3,,vehicular,REGISTRATION PLATES,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
98220,2014-03-06,16:00:00,,,,,,,46,hispanic,female,dec992551b,,white,male,12,,vehicular,DL EXPIRED MORE THAN A YEAR,TRUE,,arrest,,,,FALSE,,FALSE,FALSE,FALSE,,,HISPANIC,
1049175,2018-06-08,07:53:00,42XX W BELDEN AVE,41.9235840000001,-87.651150651,SU,2522,25,28,hispanic,male,,,,,,25,vehicular,STOP AT STOP SIGN,,,,,,,FALSE,,FALSE,FALSE,FALSE,DODGE,UNKNOWN,HISPANIC,
838597,2016-06-11,11:00:00,6100 RHODES AVE S,41.7839109,-87.6120826,GM,,,,,male,,,white,male,10,,vehicular,NO PARKING WITHIN 15FT. OF A FIRE HYDRANT,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
1331790,2018-12-20,10:20:00,42XX W MONTROSE AVE,41.9596020000001,-87.8243985,SU,1722,17,65,white,male,,,,,,17,vehicular,BRAKES REQUIRED - OTHER THAN MOTORCYCLE,,,,,,,FALSE,,FALSE,FALSE,FALSE,HONDA/ODYSSEY,HONDA/ODYSSEY,WHITE,
1174563,2018-09-04,03:58:00,51XX S DAMEN AVE,41.880724028,-87.6765649449999,SU,932,9,30,black,male,,,,,,9,vehicular,NO TURN SIGNALS-VIOLATION,,,,,,,FALSE,,FALSE,FALSE,FALSE,PONTIAC,UNKNOWN,BLACK,
1486123,2019-03-21,14:31:00,39XX S LAKE SHORE DR SB,41.8819593390001,-87.617032631,SU,212,2,52,black,female,,,,,,145,vehicular,IVC - DRIVING 21-25 MPH ABOVE SPEED LIMIT,,,,,,,FALSE,,FALSE,FALSE,FALSE,FORD,TRANSIT CONNECT,BLACK,
2045278,2020-02-18,11:41:00,1XX E GARFIELD BLVD,41.794233977,-87.625621872,SU,231,2,29,black,male,,,,,,2,vehicular,NO VALID REGISTRATION,,,,,,,FALSE,,FALSE,FALSE,FALSE,MERCURY/MOUNTAINEER,MERCURY/MOUNTAINEER,BLACK,
1588339,2019-05-17,18:02:00,59XX S RACINE AVE,41.8805880560001,-87.657064321,SU,713,7,32,black,female,,,,,,7,vehicular,DISPLAY ST REG-FRONT/REAR,,,,,,,FALSE,,FALSE,FALSE,FALSE,KIA MOTORS CORP,SORENTO,BLACK,
126661,2014-10-23,00:00:00,,,,,,,21,hispanic,male,2f5596f80b,,black,male,2,,vehicular,IVC - NO REGISTRATION LITE 1ST & 2ND,TRUE,,arrest,,,,FALSE,,FALSE,FALSE,FALSE,,,HISPANIC,
439066,2016-08-29,19:00:00,6619 DR MARTIN LUTHER KING JR DR S,41.7741824,-87.6151439,GM,,,,,male,,,hispanic,male,10,,vehicular,REGISTRATION PLATES,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
828352,2015-10-15,16:00:00,3300 HALSTED ST S,41.8347,-87.6465599,GM,,,,,female,,,white,male,12,,vehicular,OVERTAKING VEHICLE ON RIGHT-DRIVING OFF,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
1877069,2019-11-05,23:47:00,21XX W FOSTER AVE,41.973230775,-87.865560266,SU,2032,20,43,white,male,,,,,,20,vehicular,DISPLAY ST REG-FRONT/REAR,,,,,,,FALSE,,FALSE,FALSE,FALSE,CADILLAC,DTS,WHITE,
632433,2013-11-30,01:00:00,3337 106TH ST E,41.7025055,-87.5422879,GM,,,,,male,,,white,male,3,,vehicular,U-TURN 100FT INTERSECTION,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
915051,2018-02-25,22:29:00,73XX S WESTERN AVE,41.87998524,-87.6863306399999,SU,835,8,30,black,male,,,,,,8,vehicular,"LANES, FAIL TO KEEP IN",,,,,,,FALSE,,FALSE,FALSE,FALSE,CHEVROLET,IMPALA,BLACK,
591534,2016-12-11,10:00:00,621 47TH ST E,41.8092169,-87.6104469,GM,,,,,male,,,white,male,4,,vehicular,IVC - NOT WEARING SEAT BELT/DRIVER,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
604289,2016-09-05,23:00:00,1008 51ST ST W,41.8017297,-87.6506817,GM,,,,,male,,,hispanic,male,14,,vehicular,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
132964,2014-12-20,01:00:00,,,,,,,25,black,female,df3a3e1664,,white,male,9,,vehicular,DRIVING ON SUSPENDED LICENSE,TRUE,,arrest,,,,FALSE,,FALSE,FALSE,FALSE,,,BLACK,
933661,2018-03-11,14:15:00,26XX W DIVISION ST,41.9040170160001,-87.629645129,SU,1423,14,30,black,male,,,,,,12,vehicular,STOP AT STOP SIGN,,,,,,,FALSE,,FALSE,FALSE,FALSE,BUICK,UNKNOWN,BLACK,
1914952,2019-12-01,00:12:00,24XX W 71ST ST,41.7656026170001,-87.625871883,SU,832,8,42,hispanic,male,,,,,,8,vehicular,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,,,,,,,FALSE,,FALSE,FALSE,FALSE,CHEVROLET,CAPRICE,HISPANIC,
