raw_row_number,date,time,location,lat,lng,geocode_source,beat,district,subject_age,subject_race,subject_sex,officer_id_hash,officer_age,officer_race,officer_sex,officer_years_of_service,unit,type,violation,arrest_made,citation_issued,outcome,contraband_found,contraband_drugs,contraband_weapons,contraband_alcohol,contraband_other,search_conducted,search_person,search_vehicle,vehicle_make,vehicle_model,raw_race,raw_driver_race
1705543,2019-07-24,12:05:00,21XX S OAKLEY AVE,41.8805190000001,-87.6836925,SU,1234,12,61,white,male,,,,,,12,vehicular,SEAT SAFETY BELT-FRONT SEAT,,,,,,,FALSE,,FALSE,FALSE,FALSE,CHEVROLET,Trail Blazer,WHITE,
698751,2012-05-08,01:00:00,6900 ANTHONY AVE S,41.7694524,-87.6136367,GM,,,,,male,,,hispanic,male,2,,vehicular,"LIGHT, TAIL LIGHTS REQUIRED",,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
1718239,2019-07-31,20:35:00,68XX S CAMPBELL AVE,41.8805607300001,-87.688909892,SU,832,8,46,black,male,,,,,,211,vehicular,"LIGHT, TAIL LIGHTS REQUIRED",,,,,,,FALSE,,FALSE,FALSE,FALSE,JEEP,JEEP/GRAND CHEROKEE,BLACK,
1803809,2019-09-18,06:00:00,8XX W ARMITAGE AVE,41.9182125690001,-87.647144812,SU,1812,18,27,white,male,,,,,,18,vehicular,COMPLIANCE-REQUIRED,,,,,,,FALSE,,FALSE,FALSE,FALSE,MERCEDES-BENZ,UNKNOWN,WHITE,
2056441,2020-02-24,23:30:00,75XX S WESTERN AVE,41.8799817600001,-87.6863306399999,SU,835,8,24,black,female,,,,,,8,vehicular,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,,,,,,,FALSE,,FALSE,FALSE,FALSE,CHEVROLET,CAVALIER,BLACK,
1451605,2019-03-03,01:57:00,71XX S RACINE AVE,41.8805285550001,-87.657061842,SU,734,7,27,black,female,,,,,,3,vehicular,DISPLAY ST REG-REAR MOTRCYCL/TRLR/SEMI-TRLR,,,,,,,FALSE,,FALSE,FALSE,FALSE,PONTIAC,GRAND PRIX,BLACK,
2065394,2020-03-01,00:57:00,23XX N KENNETH AVE,41.8838895000001,-87.73678575,SU,2522,25,36,hispanic,male,,,,,,25,vehicular,"LIGHT, LICENSE PLATE",,,,,,,FALSE,,FALSE,FALSE,FALSE,"TOYOTA MOTOR COMPANY, LTD.",UNKNOWN,HISPANIC,
2034887,2020-02-11,12:00:00,67XX S ASHLAND AVE,41.880304574,-87.66673314,SU,725,7,27,black,female,,,,,,7,vehicular,AVOIDANCE OF TRAFFIC CONTROL DEVICE,,,,,,,FALSE,,FALSE,FALSE,FALSE,BUICK,VERANO,BLACK,
858474,2018-01-11,19:05:00,38XX W CHICAGO AVE,41.8967516990001,-87.629684173,SU,1112,11,37,black,male,,,,,,11,vehicular,DISPLAY ST REG-FRONT/REAR,,,,,,,FALSE,,FALSE,FALSE,FALSE,CHEVROLET,UNKNOWN,BLACK,
1619203,2019-06-03,22:04:00,62XX S RACINE AVE,41.8808535200001,-87.657191954,SU,713,7,23,black,female,,,,,,7,vehicular,COMMON-CARRIER VEHICLE STOPS AND STANDS,,,,,,,FALSE,,FALSE,FALSE,FALSE,VOLKSWAGEN,JETTA,BLACK,
665917,2016-10-11,20:00:00,7900 ANTHONY AVE S,41.7512326,-87.5882915,GM,,,,,female,,,hispanic,male,2,,vehicular,REGISTRATION PLATES,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
485119,2014-01-21,08:00:00,950 LELAND AVE W,41.9674502,-87.6544025,GM,,,,,male,,,white,male,17,,vehicular,UNLICENSED,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
1750065,2019-08-18,20:12:00,27XX N KENTON AVE,41.8819451640001,-87.740083951,SU,2521,25,29,hispanic,male,,,,,,25,vehicular,STOP AT STOP SIGN,,,,,,,FALSE,,FALSE,FALSE,FALSE,CHEVROLET,TAHOE,HISPANIC,
1638172,2019-06-14,16:50:00,83XX S BIRKHOFF AVE,41.7422087460001,-87.639646165,SU,622,6,31,black,female,,,,,,6,vehicular,REGISTRATION PLATES,,,,,,,FALSE,,FALSE,FALSE,FALSE,CHEVROLET,EQUINOX,BLACK,
1834358,2019-10-07,09:20:00,33XX W COLUMBUS AVE,41.7476676170001,-87.706240564,SU,834,8,18,hispanic,female,,,,,,8,vehicular,BROKEN/INOPERABLE LAMPS,,,,,,,FALSE,,FALSE,FALSE,FALSE,KIA MOTORS CORP,Spectra,HISPANIC,
815055,2015-08-23,12:00:00,5100 MADISON ST W,41.880817,-87.752874,GM,,,,,male,,,black,male,7,,vehicular,STOP AT STOP SIGN,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
1969382,2020-01-08,04:42:00,48XX W VAN BUREN ST,41.87697903,-87.629176071,SU,1533,15,22,black,female,,,,,,15,vehicular,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,,,,,,,FALSE,,FALSE,FALSE,FALSE,NISSAN,ROGUE,BLACK,
841641,2016-05-15,20:00:00,5012 CALUMET AVE S,41.8034959,-87.6182436,GM,,,,,,,,hispanic,female,3,,vehicular,BROKEN/INOPERABLE LAMPS,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
707257,2013-08-05,20:00:00,630 SACRAMENTO BLVD S,41.8734332,-87.7011745,GM,,,,,male,,,hispanic,male,20,,vehicular,HEADLIGHT REQUIRED-MOTORCYCLE,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
1556213,2019-04-29,01:30:00,79XX S EXCHANGE AVE,41.716385964,-87.552347135,SU,422,4,28,black,male,,,,,,4,vehicular,DISPLAY ST REG-FRONT/REAR,,,,,,,FALSE,,FALSE,FALSE,FALSE,JEEP,JEEP/GRAND CHEROKEE,BLACK,
1689589,2019-07-14,17:18:00,16XX W 74TH ST,41.7601003280001,-87.6266655539999,SU,735,7,62,black,male,,,,,,11,vehicular,STOP AT STOP SIGN,,,,,,,FALSE,,FALSE,FALSE,FALSE,DODGE,RAM CHARGER,BLACK,
1283940,2018-11-16,23:26:00,65XX S DORCHESTER AVE,41.8020615370001,-87.591826743,SU,321,3,58,black,male,,,,,,3,vehicular,STOP AT STOP SIGN,,,,,,,FALSE,,FALSE,FALSE,FALSE,NISSAN,350Z,BLACK,
984241,2018-04-20,02:43:00,28XX N CICERO AVE,41.8808411460001,-87.745334777,SU,2521,25,48,white,male,,,,,,25,vehicular,"LIGHT, TAIL LIGHTS REQUIRED",,,,,,,FALSE,,FALSE,FALSE,FALSE,HONDA,ACCORD,WHITE,
804967,2014-01-30,16:00:00,1350 MONTROSE AVE W,41.9616563,-87.6639791,GM,,,,,female,,,hispanic,male,18,,vehicular,DRIVING WHILE USING CELLULAR PHONE PROHIBITED,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
1944632,2019-12-22,18:37:00,47XX S COTTAGE GROVE AVE,41.7001411140001,-87.608183423,SU,223,2,35,black,male,,,,,,2,vehicular,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,,,,,,,FALSE,,FALSE,FALSE,FALSE,DODGE,Avenger,BLACK,
269255,2016-02-29,20:00:00,8502 ASHLAND AVE S,41.739336,-87.6634926,GM,,,,,female,,,hispanic,male,9,,vehicular,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
989804,2018-04-24,15:00:00,10XX W FOSTER AVE,41.973230775,-87.865560266,SU,2023,20,34,white,male,,,,,,20,vehicular,DISPLAY ST REG-REAR MOTRCYCL/TRLR/SEMI-TRLR,,,,,,,FALSE,,FALSE,FALSE,FALSE,"TOYOTA MOTOR COMPANY, LTD.",COROLLA,WHITE,
1679852,2019-07-08,05:36:00,8XX N LARAMIE AVE,41.8806027590001,-87.755124296,SU,1531,15,47,hispanic,female,,,,,,15,vehicular,STOP AT STOP SIGN,,,,,,,FALSE,,FALSE,FALSE,FALSE,DODGE,UNKNOWN,HISPANIC,
591272,2016-01-04,17:00:00,,,,,,,,,female,,,hispanic,male,16,,vehicular,REGISTRATION PLATES,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
611366,2012-06-23,15:00:00,2744 63RD ST W,41.7793251,-87.6927933,GM,,,,,male,,,white,male,14,,vehicular,"BUMPERS, FRONT/REAR REQUIRED",,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
1716019,2019-07-30,18:02:00,22XX W 18TH ST,41.8578797270001,-87.628121773,SU,1234,12,31,hispanic,female,,,,,,12,vehicular,STOP AT STOP SIGN,,,,,,,FALSE,,FALSE,FALSE,FALSE,NISSAN,NISSAN ALTIMA,HISPANIC,
1891294,2019-11-15,02:02:00,47XX S ARCHER AVE,41.809286123,-87.712032833,SU,821,8,19,hispanic,male,,,,,,8,vehicular,DISOBEY FLASHING RED LIGHT,,,,,,,FALSE,,FALSE,FALSE,FALSE,CADILLAC,CTS,HISPANIC,
1484273,2019-03-20,17:40:00,88XX S CORNELL AVE,41.803038073,-87.586488,SU,412,4,69,black,female,,,,,,4,vehicular,BROKEN/INOPERABLE LAMPS,,,,,,,FALSE,,FALSE,FALSE,FALSE,CHEVROLET,IMPALA,BLACK,
81623,2013-10-19,22:00:00,,,,,,,38,hispanic,male,424747dce2,,black,male,9,,vehicular,DRIVING ON SUSPENDED LICENSE,TRUE,,arrest,,,,FALSE,,FALSE,FALSE,FALSE,,,HISPANIC,
1222516,2018-10-08,18:40:00,23XX S KEDZIE AVE,41.880246427,-87.706028075,SU,1024,10,32,hispanic,male,,,,,,211,vehicular,PARKING PROHIBITED-STANDING/PARKING POSTED,,,,,,,FALSE,,FALSE,FALSE,FALSE,ACURA (DIV. OF AMERICAN HONDA MOTOR CO.),MDX,HISPANIC,
849953,2018-01-04,18:15:00,57XX W CHICAGO AVE,41.896332,-87.6304395,SU,1511,15,24,black,male,,,,,,15,vehicular,DISOBEY TURN SIGNAL INDICATOR,,,,,,,FALSE,,FALSE,FALSE,FALSE,NISSAN,NISSAN ALTIMA,BLACK,
412186,2015-04-12,15:00:00,21 HALSTED ST N,41.8825413,-87.6468892,GM,,,,,female,,,black,female,8,,vehicular,NO VALID REGISTRATION,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
1113263,2018-07-24,20:43:00,43XX W ROOSEVELT RD,41.8672506400001,-87.628753947,SU,1131,11,48,hispanic,male,,,,,,11,vehicular,LIC PLATES NOT VISABLE/OR COVERED,,,,,,,FALSE,,FALSE,FALSE,FALSE,CHEVROLET,SILVERADO,HISPANIC,
2047099,2020-02-19,13:28:00,63XX S ASHLAND AVE,41.880314475,-87.66673314,SU,725,7,50,hispanic,male,,,,,,7,vehicular,STOP AT STOP SIGN,,,,,,,FALSE,,FALSE,FALSE,FALSE,"TOYOTA MOTOR COMPANY, LTD.",COROLLA,HISPANIC,
1995788,2020-01-22,15:40:00,59XX W WRIGHTWOOD AVE,41.928983133,-87.656188931,SU,2515,25,46,hispanic,female,,,,,,25,vehicular,STOP AT STOP SIGN,,,,,,,FALSE,,FALSE,FALSE,FALSE,"TOYOTA MOTOR COMPANY, LTD.",UNKNOWN,HISPANIC,
658648,2015-11-20,11:00:00,1400 67TH ST E,41.773515,-87.591319,GM,,,,,female,,,black,female,2,,vehicular,STOP AT STOP SIGN,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
1959307,2020-01-02,20:30:00,13XX S SPRINGFIELD AVE,41.8806280820001,-87.723199271,SU,1011,10,56,black,male,,,,,,10,vehicular,DISPLAY ST REG-REAR MOTRCYCL/TRLR/SEMI-TRLR,,,,,,,FALSE,,FALSE,FALSE,FALSE,PONTIAC,UNKNOWN,BLACK,
1059735,2018-06-16,15:47:00,39XX W CONGRESS PKWY,41.874392072,-87.722850196,SU,1132,11,22,black,male,,,,,,11,vehicular,STOP AT STOP SIGN,,,,,,,FALSE,,FALSE,FALSE,FALSE,VOLKSWAGON/EUROVAN,VOLKSWAGON/EUROVAN,BLACK,
386762,2013-03-03,21:00:00,1552 CENTRAL AVE N,41.9088926,-87.7658544,GM,,,,,male,,,white,male,11,,vehicular,UNINSURED MTR VEH,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
1207292,2018-09-26,17:47:00,55XX W MADISON ST,41.8819238370001,-87.629602402,SU,1522,15,52,black,female,,,,,,15,vehicular,CROSSWALKS PEDESTRIAN RIGHT,,,,,,,FALSE,,FALSE,FALSE,FALSE,HYUNDAI,UNKNOWN,BLACK,
564991,2014-02-12,10:00:00,3200 ASHLAND AVE N,41.9396941,-87.6686399,GM,,,,,male,,,white,female,11,,vehicular,NO TURN SIGNALS-VIOLATION,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
405683,2014-11-26,13:00:00,7015 WESTERN AVE N,42.0093414,-87.6897893,GM,,,,,female,,,white,female,19,,vehicular,PULLING OUT FROM PARKED POSITION,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
1551338,2019-04-26,17:36:00,40XX W ROOSEVELT RD,41.86753535,-87.628666614,SU,1132,11,21,hispanic,male,,,,,,10,vehicular,CANC/REVOKE/SUSP REGIS NON-IL,,,,,,,FALSE,,FALSE,FALSE,FALSE,CHEVROLET,UNKNOWN,HISPANIC,
1135448,2018-08-09,23:50:00,81XX S VINCENNES AVE,41.6987592960001,-87.658989027,SU,622,6,18,black,male,,,,,,212,vehicular,"LIGHT, TAIL LIGHTS REQUIRED",,,,,,,FALSE,,FALSE,FALSE,FALSE,PONTIAC,GRAND PRIX,BLACK,
1036668,2018-05-28,22:58:00,9XX N LAMON AVE,41.8806404010001,-87.7476580109999,SU,1531,15,50,black,female,,,,,,15,vehicular,IVC - FAIL TO SIGNAL,,,,,,,FALSE,,FALSE,FALSE,FALSE,JEEP,PATRIOT,BLACK,
1873469,2019-11-03,22:32:00,14XX N ROCKWELL ST,41.9398623500001,-87.694065843,SU,1423,14,52,white,male,,,,,,14,vehicular,STOP AT STOP SIGN,,,,,,,FALSE,,FALSE,FALSE,FALSE,MERCEDES-BENZ,C200,WHITE,
1618640,2019-06-03,17:55:00,16XX N MILWAUKEE AVE,41.8976113410001,-87.657540511,SU,1434,14,24,black,female,,,,,,14,vehicular,NO TURN SIGNALS-VIOLATION,,,,,,,FALSE,,FALSE,FALSE,FALSE,MITSUBISHI,UNKNOWN,BLACK,
277271,2016-09-16,17:00:00,5428 DR MARTIN LUTHER KING JR DR S,41.7958236,-87.616383,GM,,,,,male,,,black,female,15,,vehicular,STOP AT STOP SIGN,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
136262,2015-01-22,22:00:00,,,,,,,51,black,female,,,,,,,vehicular,IVC - DRIVE W/O HEADLIGHT/CYC 1ST & 2ND,TRUE,,arrest,,,,FALSE,,FALSE,FALSE,FALSE,,,BLACK,
1193483,2018-09-17,06:28:00,7XX S KEDZIE AVE,41.8807620000001,-87.705747,SU,1134,11,21,hispanic,female,,,,,,11,vehicular,"LIGHT, TAIL LIGHTS REQUIRED",,,,,,,FALSE,,FALSE,FALSE,FALSE,NISSAN,UNKNOWN,HISPANIC,
2101950,2020-04-30,22:15:00,73XX S WOODLAWN AVE,41.762388397,-87.595759449,SU,324,3,49,black,male,,,,,,3,vehicular,STOP AT STOP SIGN,,,,,,,FALSE,,FALSE,FALSE,FALSE,HYUNDAI,SONATA,BLACK,
520775,2016-09-14,15:00:00,4300 ELLIS AVE S,41.8168691,-87.6018529,GM,,,,,female,,,black,male,3,,vehicular,OVERTAKING VEHICLE ON RIGHT-CERTAIN CONDITIONS,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
977893,2018-04-15,12:50:00,101XX S WESTERN AVE,41.8799790000001,-87.6881295,SU,2213,22,18,white,male,,,,,,22,vehicular,DISPLAY ST REG-REAR MOTRCYCL/TRLR/SEMI-TRLR,,,,,,,FALSE,,FALSE,FALSE,FALSE,WHITE GMC (BEGIN. MODEL YEAR 1988),UNKNOWN,WHITE,
1249993,2018-10-27,00:04:00,27XX W THOMAS ST,41.90155293,-87.665600384,SU,1211,12,25,hispanic,male,,,,,,12,vehicular,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,,,,,,,FALSE,,FALSE,FALSE,FALSE,CHEVROLET,SILVERADO,HISPANIC,
882425,2018-01-29,21:15:00,43XX S KEDZIE AVE,41.8800820110001,-87.70602264,SU,821,8,31,hispanic,female,,,,,,9,vehicular,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,,,,,,,FALSE,,FALSE,FALSE,FALSE,GENERAL MOTORS CORP.,TERRAIN,HISPANIC,
572128,2015-04-01,20:00:00,799 LAKE SHORE DR N,41.8967947,-87.6170362,GM,,,,,female,,,hispanic,male,21,,vehicular,NEGLIGENT DRIVING,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
869194,2018-01-19,20:19:00,4XX W EVERGREEN AVE,41.9061708,-87.662132985,SU,1821,18,58,black,male,,,,,,18,vehicular,DRIVING WHILE USING CELLULAR PHONE PROHIBITED,,,,,,,FALSE,,FALSE,FALSE,FALSE,SATURN,AURA,BLACK,
1341576,2018-12-28,20:22:00,12XX N WELLS ST,41.882259253,-87.6338921019999,SU,1821,18,53,white,male,,,,,,18,vehicular,IVC - IMPROPER U-TURN,,,,,,,FALSE,,FALSE,FALSE,FALSE,"TOYOTA MOTOR COMPANY, LTD.",CAMRY,WHITE,
948056,2018-03-22,17:40:00,52XX N BROADWAY,41.944258109,-87.645377634,SU,2023,20,67,black,female,,,,,,20,vehicular,DRIVING WHILE USING CELLULAR PHONE PROHIBITED,,,,,,,FALSE,,FALSE,FALSE,FALSE,LEXUS,ES330,BLACK,
1175928,2018-09-05,00:30:00,15XX N CENTRAL AVE,41.8804189760001,-87.764855268,SU,2531,25,33,black,male,,,,,,25,vehicular,OPERATOR SIGNAL- MEANS,,,,,,,FALSE,,FALSE,FALSE,FALSE,FORD,FIESTA,BLACK,
221351,2012-11-02,02:00:00,10100 CHICAGO SKYWAY OB S,,,,,,,,male,,,black,male,26,,vehicular,IVC - DRIVING 21-25 MPH ABOVE SPEED LIMIT,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
1180311,2018-09-07,21:56:00,51XX W WRIGHTWOOD AVE,41.928983133,-87.656188931,SU,2521,25,24,black,female,,,,,,25,vehicular,IVC - NO STOP LIGHTS/ 1ST AND 2ND,,,,,,,FALSE,,FALSE,FALSE,FALSE,HYUNDAI,ENTOURAGE,BLACK,
489619,2014-03-11,17:00:00,5921 MORGAN ST S,41.7862279,-87.6495294,GM,,,,,male,,,white,male,10,,vehicular,IVC - DRIVING ON SIDEWALK,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
458444,2012-03-14,21:00:00,5600 CLARK ST N,41.983663,-87.6691693,GM,,,,,male,,,white,male,18,,vehicular,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
101266,2014-03-28,15:00:00,,,,,,,32,white,male,d8b03e5d99,,white,male,14,,vehicular,DRIVING ON SUSPENDED LICENSE,TRUE,,arrest,,,,FALSE,,FALSE,FALSE,FALSE,,,WHITE,
86011,2013-11-23,10:00:00,13800 KEDZIE S,,,,,,26,black,male,80d190429b,,unknown,male,9,,vehicular,IVC - REGISTRATION EXPIRATION - 1ST&2ND,TRUE,,arrest,,,,FALSE,,FALSE,FALSE,FALSE,,,BLACK,
1603345,2019-05-26,00:30:00,26XX W NORTH AVE,41.9112720140001,-87.630264918,SU,1423,14,34,hispanic,female,,,,,,14,vehicular,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,,,,,,,FALSE,,FALSE,FALSE,FALSE,NISSAN,UNKNOWN,HISPANIC,
1420493,2019-02-14,21:14:00,71XX N WESTERN AVE,41.8826025000001,-87.68640264,SU,2411,24,37,black,male,,,,,,24,vehicular,REGISTRATION PLATES,,,,,,,FALSE,,FALSE,FALSE,FALSE,HYUNDAI,Santa Fe,BLACK,
1377049,2019-01-18,07:29:00,73XX S STONY ISLAND AVE,41.7208961520001,-87.585130482,SU,324,3,62,black,male,,,,,,3,vehicular,REGISTRATION PLATES,,,,,,,FALSE,,FALSE,FALSE,FALSE,MERCURY,UNKNOWN,BLACK,
949993,2018-03-23,23:02:00,81XX S PEORIA ST,41.8807214710001,-87.649592237,SU,613,6,34,black,male,,,,,,6,vehicular,STOP AT STOP SIGN,,,,,,,FALSE,,FALSE,FALSE,FALSE,PONTIAC,G6,BLACK,
900689,2018-02-13,22:58:00,16XX N PULASKI RD,41.8812967700001,-87.725731882,SU,2534,25,28,black,male,,,,,,25,vehicular,DISPLAY ST REG-FRONT/REAR,,,,,,,FALSE,,FALSE,FALSE,FALSE,CHEVROLET,UNKNOWN,BLACK,
100403,2014-03-21,17:00:00,2500 HIGGINS ROAD W,41.9863325630001,-87.836233616,SU,,,24,black,female,95fd34382f,37,white,male,14,,vehicular,SPEEDING 26-34 MPH OVER LIMIT,TRUE,,arrest,,,,FALSE,,FALSE,FALSE,FALSE,,,BLACK,
1559627,2019-05-01,14:45:00,102XX W ZEMKE RD,41.995746,-87.88583025,SU,1654,16,56,white,male,,,,,,50,vehicular,IMPROPER PASSING ON THE LEFT,,,,,,,FALSE,,FALSE,FALSE,FALSE,CHEVROLET,UNKNOWN,WHITE,
921306,2018-03-02,17:29:00,27XX W LAKE ST,41.88568024,-87.628479206,SU,1222,12,30,hispanic,female,,,,,,12,vehicular,DISPLAY ST REG-FRONT/REAR,,,,,,,FALSE,,FALSE,FALSE,FALSE,FORD,EXPLORER,HISPANIC,
658992,2015-11-23,17:00:00,1500 PULASKI RD S,41.860565,-87.725346,GM,,,,,female,,,black,male,3,,vehicular,DL EXPIRED MORE THAN A YEAR,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
1610890,2019-05-30,15:00:00,25XX W BRYN MAWR AVE,41.9814302200001,-87.8213548429999,SU,2011,20,64,white,male,,,,,,20,vehicular,NO VALID REGISTRATION,,,,,,,FALSE,,FALSE,FALSE,FALSE,CHRYSLER,UNKNOWN,WHITE,
378380,2012-03-05,20:00:00,1600 53RD ST W,41.7976722,-87.6647743,GM,,,,,female,,,hispanic,male,13,,vehicular,OPERATOR SIGNAL REQUIRED 100FT OF TURN,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
1244396,2018-10-23,17:50:00,45XX W BELMONT AVE,41.9388300000001,-87.746828562,SU,1731,17,34,hispanic,male,,,,,,17,vehicular,STOP AT STOP SIGN,,,,,,,FALSE,,FALSE,FALSE,FALSE,NISSAN,UNKNOWN,HISPANIC,
78590,2013-09-26,09:00:00,,,,,,,36,black,male,89e50c617e,42,white,male,15,,vehicular,DRIVING ON SUSPENDED LICENSE,TRUE,,arrest,,,,FALSE,,FALSE,FALSE,FALSE,,,BLACK,
808685,2015-03-03,20:00:00,6600 SHERIDAN RD N,42.0026985,-87.6612163,GM,,,,,male,,,white,male,10,,vehicular,IVC - FAIL TO SIGNAL,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
1182751,2018-09-09,16:41:00,71XX S BISHOP ST,41.6878217840001,-87.658426535,SU,734,7,25,black,male,,,,,,7,vehicular,"LIGHT, TAIL LIGHTS REQUIRED",,,,,,,FALSE,,FALSE,FALSE,FALSE,MERCEDES-BENZ/E320,MERCEDES-BENZ/E320,BLACK,
666732,2015-10-16,11:00:00,3900 LAKE SHORE DR SB S,41.9532673,-87.6452796,GM,,,,,male,,,black,male,16,,vehicular,IVC - UNLAWFUL USE HEADLIGHT/3D+SUBQ/1YR,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
693917,2012-04-27,08:00:00,6300 CALUMET AVE S,41.7801739,-87.6172541,GM,,,,,female,,,black,male,7,,vehicular,AUTHORIZED EMERGENCY VEHICLES,,TRUE,citation,,,,FALSE,,FALSE,FALSE,FALSE,,,,
1583944,2019-05-15,01:41:00,9XX W 18TH ST,41.8577292080001,-87.627526061,SU,1235,12,46,black,male,,,,,,12,vehicular,LIC PLATES NOT VISABLE/OR COVERED,,,,,,,FALSE,,FALSE,FALSE,FALSE,DODGE,CHARGER,BLACK,
1029386,2018-05-23,21:33:00,44XX N SHERIDAN RD,41.9572212640001,-87.6546139,SU,1914,19,32,hispanic,female,,,,,,19,vehicular,DIMMING HEADLIGHTS REQUIRED,,,,,,,FALSE,,FALSE,FALSE,FALSE,HONDA,CIVIC,HISPANIC,
934698,2018-03-12,10:53:00,103XX S HALSTED ST,41.8800546090001,-87.647248213,SU,2232,22,73,black,female,,,,,,22,vehicular,DISPLAY ST REG-REAR MOTRCYCL/TRLR/SEMI-TRLR,,,,,,,FALSE,,FALSE,FALSE,FALSE,DODGE,GRAND CARAVAN,BLACK,
1567336,2019-05-05,20:23:00,62XX S ASHLAND AVE,41.8803228300001,-87.66684786,SU,714,7,59,white,male,,,,,,7,vehicular,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,,,,,,,FALSE,,FALSE,FALSE,FALSE,FORD,FORD,WHITE,
1824808,2019-10-01,16:05:00,36XX W 27TH ST,41.844384646,-87.628207757,SU,1032,10,43,hispanic,male,,,,,,10,vehicular,DRIVING ON SUSPENDED LICENSE,,,,,,,FALSE,,FALSE,FALSE,FALSE,CADILLAC,UNKNOWN,HISPANIC,
84846,2013-11-14,14:00:00,,,,,,,34,white,male,826cd7b5b5,,white,male,17,,vehicular,DRIVING ON SUSPENDED LICENSE,TRUE,,arrest,,,,FALSE,,FALSE,FALSE,FALSE,,,WHITE,
1123403,2018-08-01,10:58:00,59XX W BARRY AVE,41.9372393780001,-87.73004,SU,2514,25,33,white,female,,,,,,25,vehicular,STOP AT STOP SIGN,,,,,,,FALSE,,FALSE,FALSE,FALSE,BMW,X5,WHITE,
109184,2014-05-29,08:00:00,1400 CICERO AVE S,41.8621628760001,-87.744696065,SU,,,28,hispanic,male,,,,,,,vehicular,IVC - IMPROPER PASSING/3+WHEELS,TRUE,,arrest,,,,FALSE,,FALSE,FALSE,FALSE,,,HISPANIC,
1476357,2019-03-16,01:38:00,5XX W ADDISON ST,41.9471152520001,-87.660758901,SU,1925,19,28,,male,,,,,,19,vehicular,DISOBEY RED CIRCULAR STEADY SIGNAL STOP,,,,,,,FALSE,,FALSE,FALSE,FALSE,"TOYOTA MOTOR COMPANY, LTD.",CAMRY,ASIAN,
1745036,2019-08-15,21:13:00,48XX N CENTRAL PARK AVE,41.8811666030001,-87.715943116,SU,1712,17,31,white,male,,,,,,17,vehicular,"LIGHT, LICENSE PLATE",,,,,,,FALSE,,FALSE,FALSE,FALSE,"TOYOTA MOTOR COMPANY, LTD.",CAMRY,WHITE,
959074,2018-03-31,02:45:00,18XX W 103RD ST,41.707413,-87.624243,SU,2213,22,33,black,male,,,,,,22,vehicular,REGISTRATION PLATES,,,,,,,FALSE,,FALSE,FALSE,FALSE,FORD,UNKNOWN,BLACK,
873602,2018-01-23,00:58:00,83XX S COTTAGE GROVE AVE,41.7001411140001,-87.608183423,SU,632,6,23,black,female,,,,,,6,vehicular,DISPLAY ST REG-FRONT/REAR,,,,,,,FALSE,,FALSE,FALSE,FALSE,PONTIAC/GRAND PRIX,PONTIAC/GRAND PRIX,BLACK,
1024655,2018-05-20,13:27:00,20XX W 63RD ST,41.7800796070001,-87.629027203,SU,714,7,24,black,female,,,,,,7,vehicular,"LIGHT, TAIL LIGHTS REQUIRED",,,,,,,FALSE,,FALSE,FALSE,FALSE,OLDSMOBILE,UNKNOWN,BLACK,
